aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
32.7,20.0,71.2,85.0,30.1,52.8,48.7,3.6,4.7,4.2,0.5,1.1,0.4
