aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
30.7,18.7,70.5,85.2,30.1,52.0,47.9,6.1,4.0,4.7,0.4,0.8,1.6
