aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
30.7,19.0,72.8,85.6,30.1,52.7,48.5,5.3,5.0,3.6,1.0,0.9,2.0
