aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
24.0,21.3,72.7,83.5,30.3,52.8,47.5,4.9,4.8,8.0,0.9,0.5,0.9
