aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
30.3,23.7,74.8,85.3,30.8,53.4,49.7,8.4,1.8,4.1,0.9,1.1,0.5
