aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std,model
36.0,22.0,74.5,85.5,30.9,53.9,50.5,4.4,3.4,4.0,0.5,0.5,0.5,_local_scratch_zli2255_workspace_MergeExpert_checkpoints_baselines_openrs_binary_openrs_8k_nokl_global_step_50_actor_huggingface
