aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
30.0,22.3,74.5,83.9,29.0,52.4,48.7,4.9,3.3,5.0,0.3,0.5,1.3
