aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
32.0,22.0,73.0,85.3,28.8,53.7,49.1,6.2,4.3,4.7,1.0,0.8,0.9
