aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
28.7,22.3,73.5,84.9,29.5,52.9,48.6,7.0,4.5,3.4,1.1,0.5,0.7
