aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
33.0,22.3,75.8,84.8,30.5,52.7,49.8,5.9,2.6,4.8,1.4,1.8,0.4
