aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
29.7,22.3,75.5,85.5,30.3,52.3,49.3,4.6,4.0,4.3,0.7,1.8,1.4
