aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
29.0,22.7,73.2,85.1,29.2,53.2,48.7,4.7,3.9,5.4,0.5,0.8,0.5
