aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
26.0,22.3,71.0,83.8,29.4,50.7,47.2,7.3,5.0,4.8,0.7,0.8,0.7
