aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std,model
31.3,25.0,72.8,85.6,28.8,53.1,49.4,7.2,6.0,6.5,0.3,3.0,0.6,_local_scratch_zli2255_workspace_MergeExpert_mergekit_merged_expert_baselines_openrs_linear_acc0.5fmt0.5
