aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
32.3,23.7,76.0,84.8,28.7,53.3,49.8,6.0,4.6,4.2,0.5,1.6,0.7
