aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
31.7,23.0,72.0,84.8,29.8,52.7,49.0,4.5,4.1,5.2,0.2,1.0,1.8
