aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
26.7,23.7,70.2,84.7,27.0,51.6,47.3,5.2,3.5,4.8,0.3,1.5,0.3
