aime24,aime25,amc23,math_500,minerva,olympiadbench,Avg.,aime24_std,aime25_std,amc23_std,math_500_std,minerva_std,olympiadbench_std
30.7,22.3,73.2,85.1,30.6,51.0,48.8,4.9,5.0,5.9,0.2,1.5,0.5
